Company,Street,City,State,Zip,EstNumber,GrantDate
sorbello refrigerated services,1269 North Main Road,Vineland,NJ,08360,I129,10/06/2021
soulshine farms,2411 White Sulphur Road,Gainesville,GA,30501,P48471,05/28/2019
soulshine farms,2118 Centennial Drive,Gainesville,GA,30504,P47629,04/09/2021
soup bases loaded,2355 E. Francis Street,Ontario,CA,91761,M19453,03/01/2016
soup bases loaded,2355 E. Francis Street,Ontario,CA,91761,P19453,03/01/2016
soup coop,1057 E. Washington Street,Louisville,KY,40206,M38461,10/01/2021
soup coop,1057 E. Washington Street,Louisville,KY,40206,P38461,10/01/2021
south 40 farms,9214 Highway 21,Mott,ND,58846,M47494,04/01/2021
south 40 farms,9214 Highway 21,Mott,ND,58846,P47494,04/01/2021
south chicago packing,945 W. 38th Street,Chicago,IL,60609,M404,12/31/2013
south chicago packing,945 W. 38th Street,Chicago,IL,60609,P404,12/31/2013
south chicago packing,945 W. 38th Street,Chicago,IL,60609,V404,12/31/2013
south chicago packing,3800 S. Morgan St.,Chicago,IL,60609,M404B,03/04/2016
south coast gormet sausage,210 Alden Street,Fall River,MA,02723,M6358,05/05/2020
south coast gormet sausage,210 Alden Street,Fall River,MA,02723,P6358,05/05/2020
south florida food merchants,5801 Wiley Street,Hollywood,FL,33023,M46293,05/04/2018
south florida food merchants,5801 Wiley Street,Hollywood,FL,33023,P46293,05/04/2018
south florida food merchants,5081 S. State Rd. 7,Davie,FL,33314,M45850,04/18/2019
south florida food merchants,5081 S. State Rd. 7,Davie,FL,33314,P45850,04/18/2019
south florida foods international,"5900 NW 97th Avenue,  Ste. 19",Miami,FL,33178,M31679,05/06/2004
south florida foods international,"5900 NW 97th Avenue,  Ste. 19",Miami,FL,33178,P31679,05/06/2004
south florida foods international,"5900 NW 97th Avenue,  Ste. 19",Miami,FL,33178,V31679,05/06/2004
south florida trading,9387 NW 13th St.,Doral,FL,33172,V45305,10/25/2013
south fresh farms,1231 US Hwy. 43 South,Eutaw,AL,35462,M45767,07/16/2019
south gate meat,9336 Long Beach Blvd.,South Gate,CA,90280,M6217,03/10/1998
south gate meat,9336 Long Beach Blvd.,South Gate,CA,90280,P6217,03/10/1998
south marion meats and retail market,13770 S. Hwy 475,Summerfield,FL,34491,M11115,02/15/2019
south mountain farms,351 Flatrock Road,Lawndale,NC,28090,M21798,10/31/2001
south mountain farms,351 Flatrock Road,Lawndale,NC,28090,P21798,10/31/2001
south superior foods,6301 Tower Avenue,Superior,WI,54880,M34565,01/13/2017
south superior foods,6301 Tower Avenue,Superior,WI,54880,P34565,01/13/2017
south's finest meats,"3201 10th Avenue, Suite S",Tuscaloosa,AL,35401,M34318,05/15/2007
south's finest meats,"3201 10th Avenue, Suite S",Tuscaloosa,AL,35401,P34318,05/15/2007
southeast frozen foods,18770 NE 6th Ave,Miami,FL,33179,V39921,08/12/2009
southeast poultry,2200 Town West Drive,Rogers,AR,72756,M2676,01/20/2021
southeast poultry,2200 Town West Drive,Rogers,AR,72756,P2676,01/20/2021
southeast wholesale foods,9350 NW 108th Ave,Medley,FL,33178,M39927,07/07/2009
southeast wholesale foods,9350 NW 108th Ave,Medley,FL,33178,P39927,07/07/2009
southeast wholesale foods,9350 NW 108th Ave,Medley,FL,33178,V39927,07/07/2009
southeastern meats,6124 Airways Blvd,Chattanooga,TN,37421,M7953,11/29/2004
southeastern meats,6124 Airways Blvd,Chattanooga,TN,37421,P7953,11/29/2004
southeastern mills,333 Old Lindale Road,Rome,GA,30161,M40453,06/14/2021
southeastern mills,333 Old Lindale Road,Rome,GA,30161,P40453,06/14/2021
southeastern mills,720 Gladiola St,Salt Lake City,UT,84104,M47286,02/11/2021
southeastern mills,720 Gladiola St,Salt Lake City,UT,84104,P47286,02/11/2021
southeastern mills,720 Gladiola St,Salt Lake City,UT,84104,V47286,02/11/2021
southeastern mills,14 Superior Drive,Rome,GA,30161,M46788,06/08/2020
southeastern mills,14 Superior Drive,Rome,GA,30161,P46788,06/08/2020
southeastern provision,1617 Helton Road,Bean Station,TN,37708,M8327,10/16/2019
southeastern provision,1617 Helton Road,Bean Station,TN,37708,V8327,10/16/2019
southern bakery usa,3250 N Lakeharbor Ln,Boise,ID,83703,M47068,11/21/2019
southern bakery usa,3250 N Lakeharbor Ln,Boise,ID,83703,P47068,11/21/2019
southern belle refrigerated,625 N. Commerce Street,Tupelo,MS,38802,M21804,09/05/2019
southern belle refrigerated,625 N. Commerce Street,Tupelo,MS,38802,P21804,09/05/2019
southern belle refrigerated,625 N. Commerce Street,Tupelo,MS,38802,V21804,09/05/2019
southern hens  plant 3,329 Moselle-Seminary Road,Moselle,MS,39459,M45484,11/06/2014
southern hens  plant 3,329 Moselle-Seminary Road,Moselle,MS,39459,P45484,11/06/2014
southern hens,329 Moselle-Seminary Road,Moselle,MS,39459,P17766,03/14/2017
southern hens,329 Moselle Seminary Road,Moselle,MS,39459,M21196,05/14/2014
southern hens,329 Moselle Seminary Road,Moselle,MS,39459,P21196,05/14/2014
southern meat processing,19990 Highway 431 S,Headland,AL,36345,M20860,07/13/2021
southern meat processing,19990 Highway 431 S,Headland,AL,36345,P20860,07/13/2021
southern meat processing,19990 Highway 431 S,Headland,AL,36345,V20860,07/13/2021
southern packing,"4004 Battlefield Blvd, South",Chesapeake,VA,23322,M7945,01/07/2022
southern packing,"4004 Battlefield Blvd, South",Chesapeake,VA,23322,P7945,01/07/2022
southern pride processing,6310 Murphy Highway,Blairsville,GA,30512,M46726,02/03/2021
southern snack,18456 NE 2nd. Avenue,Miami,FL,33179,M33824,09/20/2019
southern snack,18456 NE 2nd. Avenue,Miami,FL,33179,P33824,09/20/2019
southern taste,650 Gralin Street,Kernersville,NC,27284,P38516,06/08/2010
southern wild game holdings,FM 3176,Devine,TX,78016,M13517,12/06/2016
southern wild game holdings,FM 3176,Devine,TX,78016,P13517,12/06/2016
southern wild game holdings,FM 3176,Devine,TX,78016,V13517,12/06/2016
southside market & barbeque,1212 Hwy 290 E,Elgin,TX,78621,M21577,06/27/2017
southside market & barbeque,1212 Hwy 290 E,Elgin,TX,78621,P21577,06/27/2017
southside market & barbeque,1212 Hwy 290 E,Elgin,TX,78621,V21577,06/27/2017
southwest food processing & refrigerated svc,12190 Rojas Drive,El Paso,TX,79936,V18286,06/21/2001
southwest food processing and refrigerated services,12190 Rojas Drive,El Paso,TX,79936,I18,05/30/2012
southwest processor,12714 Royal Drive,Stafford,TX,77477,M13590,06/17/2013
southwest processor,12714 Royal Drive,Stafford,TX,77477,P13590,06/17/2013
sovereign seafood,215 Helena Street,Santa Barbara,CA,93101,M17270,09/09/2011
sovereign seafood,215 Helena Street,Santa Barbara,CA,93101,P17270,09/09/2011
spagel brothers,602 East 25th Street,Erie,PA,16503,M20380,10/29/2010
spagel brothers,602 East 25th Street,Erie,PA,16503,P20380,10/29/2010
spar sausage,688 Williams St.,San Leandro,CA,94577,M1006,07/07/1997
spar sausage,688 Williams St.,San Leandro,CA,94577,P17080,07/07/1997
spartanburg meat processing,3003 N. Blackstock Rd.,Spartanburg,SC,29301,M21010,07/13/2010
spartanburg meat processing,3003 N. Blackstock Rd.,Spartanburg,SC,29301,P21010,07/13/2010
special america's bbq,11411 NW 107 Street,Miami,FL,33178,M11179,03/14/2017
special america's bbq,11411 NW 107 Street,Miami,FL,33178,P11179,03/14/2017
speciality steak service,1109 Downing Avenue,Erie,PA,16511,M8638,04/16/2018
speciality steak service,1109 Downing Avenue,Erie,PA,16511,P8638,04/16/2018
speciality steak service,1109 Downing Avenue,Erie,PA,16511,V8638,04/16/2018
specialty branded products,523 N. Brawley,Fresno,CA,93786,M2880,01/14/2021
specialty branded products,523 N. Brawley,Fresno,CA,93786,P2880,01/14/2021
specialty foods group,6 Dublin Lane,Owensboro,KY,42301,M7467,09/08/2021
specialty foods group,6 Dublin Lane,Owensboro,KY,42301,P7467,09/08/2021
martin's specialty sausage,4550 W. Jackson Blvd.,Chicago,IL,60624,M17S,03/31/2014
martin's specialty sausage,4550 W. Jackson Blvd.,Chicago,IL,60624,P5644,03/31/2014
spectrum foods,3388 Pennsy Dr.,Landover,MD,20785,M34376,06/10/2007
spectrum foods,3388 Pennsy Dr.,Landover,MD,20785,P34376,06/10/2007
spectrum preferred meats,6194 W. Pines Rd,Mt Morris,IL,61054,M19185,11/18/1996
speedy foods,7033 E. 49th Ave.,Commerce City,CO,80022,M7195,02/27/2014
speedy foods,7033 E. 49th Ave.,Commerce City,CO,80022,P7195,02/27/2014
speedy foods,7033 E. 49th Ave.,Commerce City,CO,80022,V7195,02/27/2014
spencer county butcher block,226 Taylorsville Rd,Taylorsville,KY,40071,M44779,10/16/2019
spokane produce,1996 S. Geiger Blvd.,Spokane,WA,99224,M34764,09/08/2017
spokane produce,1996 S. Geiger Blvd.,Spokane,WA,99224,P34764,09/08/2017
spolem provisionsllc,482 Whitehead Road,Hamilton,NJ,08619,M5421,05/05/2021
spolem provisionsllc,482 Whitehead Road,Hamilton,NJ,08619,P5421,05/05/2021
spolem provisionsllc,482 Whitehead Road,Hamilton,NJ,08619,V5421,05/05/2021
spray-tek,344 Cedar Avenue,Middlesex,NJ,08846,M33936,01/07/2009
spray-tek,344 Cedar Avenue,Middlesex,NJ,08846,P33936,01/07/2009
spring grove foods,312 S Third,Miamisburg,OH,45342,M2904,10/15/2019
spring grove foods,312 S Third,Miamisburg,OH,45342,P2904,10/15/2019
springfield meat,1868 California Road,Richlandtown,PA,18955,M9704,11/18/2021
springfield meat,1868 California Road,Richlandtown,PA,18955,V9704,11/18/2021
springfield underground,3610 E. Kearney St.,Springfield,MO,65803,V19461,01/26/2017
springville meat & cold storage,268 South 100 West,Springville,UT,84663,M20528,07/09/2002
springville meat & cold storage,268 South 100 West,Springville,UT,84663,P20528,07/09/2002
springville meat & cold storage,268 South 100 West,Springville,UT,84663,V20528,07/09/2002
squab producers of california,409 Primo Way,Modesto,CA,95358,P8107,12/13/2013
squab producers of california,409 Primo Way,Modesto,CA,95358,V8107,12/13/2013
square h brands,2731 S. Soto St,Los Angeles,CA,90058,M748,01/15/2009
square h brands,2731 S. Soto St,Los Angeles,CA,90058,P18881,01/15/2009
square h brands,2731 S. Soto St,Los Angeles,CA,90058,V748,01/15/2009
square one foods,23781 3rd Avenue,Siren,WI,54872,M15731,02/20/2009
square one foods,23781 3rd Avenue,Siren,WI,54872,P15731,02/20/2009
square one foods,7991 1st Street,Siren,WI,54872,M15731A,03/22/2011
square one foods,7991 1st Street,Siren,WI,54872,P15731A,03/22/2011
squire's cafe,6723 Holabird Ave,Baltimore,MD,21222,M47688,05/14/2021
st clair foods,3122 Bellbrook Drive,Memphis,TN,38116,M6568,02/22/1999
st clair foods,3122 Bellbrook Drive,Memphis,TN,38116,P6568,02/22/1999
st croix abattoir,#1 Estate Lower Love,St. Croix,VI,00850,M482,02/12/2021
st joseph meat market,26 1st Avenue N.W.,St Joseph,MN,56374,M8916,01/07/1998
st joseph meat market,26 1st Avenue N.W.,St Joseph,MN,56374,P8916,01/07/1998
stafford  meat,"1545 Q"" Street",Rio LInda,CA,95673,M4860,12/05/2001
stafford  meat,"1545 Q"" Street",Rio LInda,CA,95673,P4860,12/05/2001
stafford's custom meats,70761 Oregon Highway 82,Elgin,OR,97827,M44868,08/21/2014
stafford's custom meats,70761 Oregon Highway 82,Elgin,OR,97827,V44868,08/21/2014
stallings head cheese,2314 Portsmouth,Houston,TX,77098,M2257,08/23/2012
stallings head cheese,2314 Portsmouth,Houston,TX,77098,P2257,08/23/2012
stamboom,3150 Dee Hwy,Hood River,OR,97031,M46993,09/11/2019
stamford smokehouse,103 Main Street,Stamford,NY,12167,M51263,02/11/2020
stamford smokehouse,103 Main Street,Stamford,NY,12167,P51263,02/11/2020
stampede meat,5700 McNutt Rd.,Sunland Park,NM,88008,M19113N,12/03/2018
stampede meat,5700 McNutt Rd.,Sunland Park,NM,88008,P19113N,12/03/2018
stampede meat,7351 S. 78th Avenue,Bridge View,IL,60455,M19113,06/21/2018
stampede meat,7351 S. 78th Avenue,Bridge View,IL,60455,P19113,06/21/2018
stampede meat,10841 S. Central Ave.,Oak Lawn,IL,60453,M19113A,06/21/2018
stampede meat,10841 S. Central Ave.,Oak Lawn,IL,60453,P19113A,06/21/2018
stampede meat,"7035 W. 65th Street, Unit B",Bedford Park,IL,60638,M19113B,06/21/2018
stampede meat,"7035 W. 65th Street, Unit B",Bedford Park,IL,60638,P19113B,06/21/2018
standard meat,101 19th Street,San Diego,CA,92102,V6130,01/22/1997
standard meat,5105 Investment Drive,Dallas,TX,75236,M27221,12/13/2017
standard meat,5105 Investment Drive,Dallas,TX,75236,P27221,12/13/2017
standard meat,5105 Investment Drive,Dallas,TX,75236,V27221,12/13/2017
standard meat,455 Sansom Blvd.,Saginaw,TX,76179,M33861,06/12/2019
standard meat,455 Sansom Blvd.,Saginaw,TX,76179,P33861,06/12/2019
stanley pearlman enterprise,7775 Chesapeake Bay Court,Jessup,MD,20794,M46013,12/08/2021
stanley pearlman enterprise,7775 Chesapeake Bay Court,Jessup,MD,20794,P46013,12/08/2021
stanley's market brands,5132 Enterprise Blvd.,Toledo,OH,43612,M34598,04/01/2008
stanton's bar-b-q,2828 Stanton Rd.,Bennettsville,SC,29512,M6670,02/07/1992
stanton's shopping center,219 North Taylor,Alvin,TX,77511,M34057,10/10/2006
stanton's shopping center,219 North Taylor,Alvin,TX,77511,P34057,10/10/2006
stap,275 E. Hintz Rd.,Wheeling,IL,60090,M6934,09/13/2018
stap,275 E. Hintz Rd.,Wheeling,IL,60090,P6934,09/13/2018
star fisheries,2465 S. Industrial Park Ave.,Tempe,AZ,85282,M46209,08/29/2017
star food products,727 South Spring Street,Burlington,NC,27215,M6599,03/19/2021
star food products,727 South Spring Street,Burlington,NC,27215,P6599,03/19/2021
star foods distributors,3395 Lake Worth Rd. Bay #6,Palm Springs,FL,33461,M38431,10/24/2018
star foods distributors,3395 Lake Worth Rd. Bay #6,Palm Springs,FL,33461,P38431,10/24/2018
star natural meats,4505 Ditmars Boulevard,Astoria,NY,11105,M48109,07/02/2018
star natural meats,4505 Ditmars Boulevard,Astoria,NY,11105,P48109,07/02/2018
star packing,3813 Cote Brillante,St Louis,MO,63113,M2934,03/21/2014
star plus,3925 Miller Park Dr.,Garland,TX,75042,M46461,10/25/2018
star plus,3925 Miller Park Dr.,Garland,TX,75042,P46461,10/25/2018
star valley meat block,50 Westwood Lane,Thayne,WY,83127,M47200,07/09/2021
star valley meat block,50 Westwood Lane,Thayne,WY,83127,V47200,07/09/2021
star warehouse,7007 NW 37th Avenue,Miami,FL,33047,V46763,07/03/2019
starnes wholesale,3550 Starnes Ave.,Paducah,KY,42003,M9059,07/01/2021
starnes wholesale,3550 Starnes Ave.,Paducah,KY,42003,P9059,07/01/2021
starnes wholesale,3550 Starnes Ave.,Paducah,KY,42003,V9059,07/01/2021
state street poultry & provisions,2221 Berlin Street,Baltimore,MD,21230,M7471,04/06/2017
state street poultry & provisions,2221 Berlin Street,Baltimore,MD,21230,P7471,04/06/2017
steak master,Steak Master Inc.,Elwood,NE,68937,M21159,06/28/2002
steak master,Steak Master Inc.,Elwood,NE,68937,P21159,06/28/2002
steak master,Steak Master Inc.,Elwood,NE,68937,V21159,06/28/2002
steakhouse-meats,103 FM 295,Groom,TX,79039,M58372,11/08/2021
steamboat meat & seafood,1030 Yampa Avenue,Steamboat Springs,CO,80487,M8124,07/05/2017
steamboat meat & seafood,1030 Yampa Avenue,Steamboat Springs,CO,80487,P8124,07/05/2017
stearns poultry farm,900 Route 244,Alfred Station,NY,14803,P2191,03/27/1991
steele's meat,1317 West Baseline,Lafayette,CO,80026,M6467,05/26/2015
steele's meat,1317 West Baseline,Lafayette,CO,80026,P6467,05/26/2015
steele's meat,1317 West Baseline,Lafayette,CO,80026,V6467,05/26/2015
steely meats,54 Mt. Pleasant Rd,Fayetteville,PA,17222,M9423,12/27/2000
steely meats,54 Mt. Pleasant Rd,Fayetteville,PA,17222,P9423,12/27/2000
stehouwer's frozen foods,2055 Bristol Avenue NW,Grand Rapids,MI,49504,M6814,06/22/2010
steidinger meat processing,226 E. Locust,Fairbury,IL,61739,M21141,11/26/2012
steidinger meat processing,226 E. Locust,Fairbury,IL,61739,P21141,11/26/2012
steinbach foods,741 West 47th Street,Chicago,IL,60609,M1937,02/28/2019
steinbach foods,741 West 47th Street,Chicago,IL,60609,P1937,02/28/2019
stensland creamery,1664 Ashley Ave,Larchwood,IA,51241,M47272,03/25/2021
stensland creamery,1664 Ashley Ave,Larchwood,IA,51241,P47272,03/25/2021
stephen g manieri,10 Heydts School House Road,Bechtelsville,PA,19505,M9381,10/08/2020
sterigenics-mulberry,502 Prairie Mine Road,Mulberry,FL,33860,M18239,02/06/2019
sterigenics-mulberry,502 Prairie Mine Road,Mulberry,FL,33860,P18239,02/06/2019
sterling caterers,5850 S. Pine Island Road,Davie,FL,33328,M1206,05/21/2012
sterling caterers,5850 S. Pine Island Road,Davie,FL,33328,P1206,05/21/2012
sterling foods,33300 Western Avenue,Union City,CA,94587,M44781,10/20/2017
sterling foods,33300 Western Avenue,Union City,CA,94587,P44781,10/20/2017
sterling foods,13100 N.W. 38 Avenue,Opa Locka,FL,33054,M451B,01/13/2020
sterling foods,13100 N.W. 38 Avenue,Opa Locka,FL,33054,P451B,01/13/2020
sterling pacific meat,6114 Scott Way,Commerce,CA,90040,M550,06/01/2006
sterling pacific meat,6114 Scott Way,Commerce,CA,90040,P18178,06/01/2006
steuben foods,1150 Maple Road,Elma,NY,14059,M33975,06/27/2017
steuben foods,1150 Maple Road,Elma,NY,14059,P33975,06/27/2017
steuben foods,1150 Maple Road,Elma,NY,14059,V33975,06/27/2017
steve & laura,1011 144th Avenue,Wayland,MI,49348,M46184,02/08/2019
steve's backroom,32150 Howard Avenue,Madison Heights,MI,48071,M15783,11/12/2015
steve's backroom,32150 Howard Avenue,Madison Heights,MI,48071,P15783,11/12/2015
steve's meat market,32685 Lexington,De Soto,KS,66018,M20670,03/12/2020
steve's meat market,32685 Lexington,De Soto,KS,66018,P20670,03/12/2020
steve's meat market,32685 Lexington,De Soto,KS,66018,V20670,03/12/2020
steve's meat market,210 5th Avenue,Ellendale,MN,56026,M18524,08/21/1998
steve's meat market,210 5th Avenue,Ellendale,MN,56026,P18524,08/21/1998
steve's meat shop,1947 Zachary Avenue,Montpelier,IA,52759,M17783,05/10/1994
steve's meat shop,1947 Zachary Avenue,Montpelier,IA,52759,P17783,05/10/1994
stevens abattoir,281 Sisk Mill Loop,Madison,NC,27025,M46085,03/27/2017
stevens abattoir,281 Sisk Mill Loop,Madison,NC,27025,P46085,03/27/2017
stevens brothers,392 Goshen Road,Panama,NY,14767,M17810,03/09/2017
stevens brothers,392 Goshen Road,Panama,NY,14767,P17810,03/09/2017
stevens brothers,392 Goshen Road,Panama,NY,14767,V17810,03/09/2017
stevens sausage,3411 Stevens Sausage Road,Smithfield,NC,27577,M19903,12/14/2006
stevens sausage,3411 Stevens Sausage Road,Smithfield,NC,27577,P19903,12/14/2006
steving meat,443 4th Street,Kersey,CO,80644,M6161,02/25/1997
steving meat,443 4th Street,Kersey,CO,80644,V6161,02/25/1997
stevison ham,125 Stevison Ham Raod,Portland,TN,37148,M2378,05/04/2020
stevison ham,125 Stevison Ham Raod,Portland,TN,37148,P2378,05/04/2020
stevison ham,125 Stevison Ham Raod,Portland,TN,37148,V2378,05/04/2020
stiebrs farms,10909 Bald Hills Road,Yelm,WA,98597,G31555,10/26/2010
stiglmeier sausage,619 Chaddick Drive,Wheeling,IL,60090,M15845,10/19/1988
stiglmeier sausage,619 Chaddick Drive,Wheeling,IL,60090,P15845,10/19/1988
stillwater packing,42 Hersrud Road,Columbus,MT,59019,M6271,04/13/2011
stillwater packing,42 Hersrud Road,Columbus,MT,59019,P6271,04/13/2011
stillwater packing,42 Hersrud Road,Columbus,MT,59019,V6271,04/13/2011
stino da napoli,19070 Old Detroit Road,Rocky River,OH,44116,M45779,05/22/2018
stir foods,1581 N. Main St.,Orange,CA,92867,M33944,02/06/2018
stir foods,1581 N. Main St.,Orange,CA,92867,P33945,02/06/2018
stittsworth smokehouse,7972 Farley Dr. NE,Turtle River,MN,56601,M44176A,04/22/2019
stittsworth smokehouse,7972 Farley Dr. NE,Turtle River,MN,56601,P44176A,04/22/2019
stokes fish,625 County Road 468,Leesburg,FL,34748,M48165,11/06/2019
stoltzfus kitchen,270 Stockton Rd.,Chuckey,TN,37641,M48200,06/20/2016
stoltzfus kitchen,270 Stockton Rd.,Chuckey,TN,37641,P48200,06/20/2016
stoltzfus meats,3718 E. Newport Road,Gordonville,PA,17529,M9792,10/09/2020
stoltzfus meats,3718 E. Newport Road,Gordonville,PA,17529,P9792,10/09/2020
stone gardens farm,83 Saw Mill City Road,Shelton,CT,06484,M47789,09/09/2021
keystone meats,1485 Stone Field Way,Pleasant View,UT,84404,M6214,01/16/2008
keystone meats,1485 Stone Field Way,Pleasant View,UT,84404,P6214,01/16/2008
stone ridge wholesale division,975 East Main Street,Wautoma,WI,54982,M33989,03/22/2012
stone ridge wholesale division,975 East Main Street,Wautoma,WI,54982,P33989,03/22/2012
stone ridge wholesale division,271 North Industrial Drive,Coloma,WI,54930,M33989A,07/21/2011
stone ridge wholesale division,271 North Industrial Drive,Coloma,WI,54930,P33989A,07/21/2011
stonewood farm,105 Griswold Lane,Orwell,VT,05760,P17734,10/16/2014
stoney point butchery,1318 Frederick Pike,Littlestown,PA,17340,M9646,04/22/2021
stoney point butchery,1318 Frederick Pike,Littlestown,PA,17340,P9646,04/22/2021
stoney point butchery,1318 Frederick Pike,Littlestown,PA,17340,V9646,04/22/2021
stoney point incorporation,84 Ulricktown Road,Littlestown,PA,17340,M18443,05/28/2014
stoney point incorporation,84 Ulricktown Road,Littlestown,PA,17340,P18443,05/28/2014
stonie's sausage shop,1507 Edgemont Blvd.,Perryville,MO,63775,M34614,05/12/2011
stonie's sausage shop,1507 Edgemont Blvd.,Perryville,MO,63775,P34614,05/12/2011
stonie's sausage shop,1507 Edgemont Blvd.,Perryville,MO,63775,V34614,05/12/2011
stormberg foods,1002B Sunburst Drive,Goldsboro,NC,27534,M46483,11/25/2020
stormberg foods,1002B Sunburst Drive,Goldsboro,NC,27534,V46483,11/25/2020
strassburger meats,40 Broad Street,Carlstadt,NJ,07072,M31988,08/27/2020
strassburger meats,40 Broad Street,Carlstadt,NJ,07072,V31988,08/27/2020
strauss brands,9775 South 60th,Franklin,WI,53132,M2444,08/08/2019
streb meats,220 South Mill St.,Dalton,OH,44618,M31592,09/04/2003
streb meats,220 South Mill St.,Dalton,OH,44618,P31592,09/04/2003
stripling's general store,1401 West Boulevard,Moultrie,GA,31768,M8404,06/03/2005
stripling's general store,1401 West Boulevard,Moultrie,GA,31768,P8404,06/03/2005
stryker farm,3045 Mountain Road,Saylorsburg,PA,18353,M46516,01/03/2019
stryker farm,3045 Mountain Road,Saylorsburg,PA,18353,P46516,01/03/2019
stryve foods,1006 E. Main St.,Madill,OK,73446,M46541,04/27/2020
stryve foods,1006 E. Main St.,Madill,OK,73446,V46541,04/27/2020
stuffed foods,14 Jewel Drive Suite 3 & 4,Wilmington,MA,01887,M44062,09/30/2010
stuffed foods,14 Jewel Drive Suite 3 & 4,Wilmington,MA,01887,P44062,09/30/2010
sturgis meats,2250 Park Ave.,Sturgis,SD,57785,M9041,10/01/2009
sturgis meats,2250 Park Ave.,Sturgis,SD,57785,P9041,10/01/2009
sturgis meats,2250 Park Ave.,Sturgis,SD,57785,V9041,10/01/2009
sucesion jorge morales cruz,State Road PR 835,Guaynabo,PR,00969,M7883,11/18/2020
sucesion jorge morales cruz,State Road PR 835,Guaynabo,PR,00969,P7883,11/18/2020
sudlersville frozen meat locker,204 E MAIN STREET,SUDLERSVILLE,MD,21668,M10835,09/29/2020
sudlersville frozen meat locker,204 E MAIN STREET,SUDLERSVILLE,MD,21668,P10835,09/29/2020
sudlersville frozen meat locker,204 E MAIN STREET,SUDLERSVILLE,MD,21668,V10835,09/29/2020
suffolk cold storage,2000 Northgate Commerce Pkwy,Suffolk,VA,23435,M21935,03/03/2016
suffolk cold storage,2000 Northgate Commerce Pkwy,Suffolk,VA,23435,V21935,03/03/2016
suffolk cold storage,2000 North Gate Commerce Parkway,Suffolk,VA,23435,I21935,03/25/2019
sugar creek packing,4235 Thunderbird Lane,Fairfield,OH,45014,M1841D,01/30/2017
sugar creek packing,4235 Thunderbird Lane,Fairfield,OH,45014,P19349D,01/30/2017
sugar creek packing,1200 Enterprise Drive,Cambridge City,IN,47327,M1841E,10/11/2017
sugar creek packing,1200 Enterprise Drive,Cambridge City,IN,47327,P19349E,10/11/2017
sugar creek packing,1200 Enterprise Drive,Cambridge City,IN,47327,G1841E,10/11/2017
sugar creek packing,1200 Enterprise Drive,Cambridge City,IN,47327,V1841E,10/11/2017
sugar creek packing,"1331 Civl War Rd, Location 16",Carthage,MO,64836,V7502,04/14/2020
sugar creek packing,4249 Beerman Avenue,Dayton,OH,45417,M1841B,09/03/2010
sugar creek packing,4249 Beerman Avenue,Dayton,OH,45417,P19349B,09/03/2010
sugar creek packing,4585 Muhlhauser Road,Hamilton,OH,45011,M1841C,03/07/2012
sugar creek packing,4585 Muhlhauser Road,Hamilton,OH,45011,P19349C,03/07/2012
sugar creek packing,4585 Muhlhauser Road,Hamilton,OH,45011,V1841C,03/07/2012
sugar creek packing,495 Old Chillicothe Rd. SE,Washington Court House,OH,43160,M1841G,12/09/2021
sugar creek packing,495 Old Chillicothe Rd. SE,Washington Court House,OH,43160,P19349G,12/09/2021
sugar creek packing,2101 Kenskill Ave.,Washington Court House,OH,43160,M1841,08/24/2005
sugar creek packing,2101 Kenskill Ave.,Washington Court House,OH,43160,P19349,08/24/2005
sugar creek packing,2101 Kenskill Ave.,Washington Court House,OH,43160,V1841,08/24/2005
sugar creek packing,1600 W. McKay St.,Frontenac,KS,66763,M7202,04/23/2001
sugar creek packing,1600 W. McKay St.,Frontenac,KS,66763,P19756,04/23/2001
sugar creek packing,1600 W. McKay St.,Frontenac,KS,66763,V7202,04/23/2001
sugar valley sausage,2943 Red Barn Drive,Gering,NE,69341,M34391,09/21/2011
sugargrove country hams,3200 Statesville Hwy.,North Wilkesboro,NC,28659,M44771,05/21/2012
sugartown smoked specialties,306-1C Westtown Road,West Chester,PA,19382,M18901,11/01/1993
sugartown smoked specialties,306-1C Westtown Road,West Chester,PA,19382,P18901,11/01/1993
suitor meat,95 CR 516,Rienzi,MS,38865,M18581,08/27/2002
suitor meat,95 CR 516,Rienzi,MS,38865,P18581,08/27/2002
sukhi's gourmet indian foods,3374 Enterprises Avenue,Hayward,CA,94545,M44187,10/21/2014
sukhi's gourmet indian foods,3374 Enterprises Avenue,Hayward,CA,94545,P44187,10/21/2014
sukhi's gourmet indian foods,3374 Enterprises Avenue,Hayward,CA,94545,V44187,10/21/2014
sullivan provisions,3801 S. Sangamon,Chicago,IL,60609,M40108,09/13/2011
summer garden food manufacturing,500 McClurg Rd,Boardman,OH,44512,M34795,06/03/2009
summer garden food manufacturing,500 McClurg Rd,Boardman,OH,44512,P34795,06/03/2009
summit cold storage,5450 S. Center Avenue,Summit,IL,60501,I21,05/14/2014
summit cold storage,5450 S. Center Ave.,Summit,IL,60501,M20744,02/24/2014
summit cold storage,5450 S. Center Ave.,Summit,IL,60501,P20744,02/24/2014
summit cold storage,5450 S. Center Ave.,Summit,IL,60501,V20744,02/24/2014
summit custom spray drying,45 River Road,Flemington,NJ,08822,M45017,03/14/2014
summit custom spray drying,45 River Road,Flemington,NJ,08822,P45017,03/14/2014
summit meat processing,244 Ware Rd.,Science Hill,KY,42553,M48210,07/03/2019
